203,203,203,203,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,202,202,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
203,201,-1,0,0,202,202,202,0,205,205,205,205,200,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,200,200,200,200,200,0,202,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
203,201,501,0,0,0,0,0,202,205,205,205,205,205,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,0,202,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
203,201,201,201,502,0,0,0,102,205,205,205,205,205,200,200,0,0,0,503,503,203,503,503,203,503,0,0,0,0,0,112,0,0,0,0,200,200,200,0,202,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
203,201,201,201,202,0,0,512,202,205,205,205,205,205,0,0,0,0,0,201,0,200,0,201,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
203,205,0,0,0,0,0,202,202,205,205,205,205,205,202,0,0,213,0,200,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,122,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
203,105,0,0,0,512,202,202,205,205,205,205,205,205,202,200,0,0,0,200,0,0,0,0,0,0,0,223,200,200,0,0,0,0,122,0,0,6,0,3,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
203,205,501,0,0,0,205,205,205,205,205,205,205,205,0,0,0,213,0,200,0,0,6,0,0,0,0,223,200,200,200,0,0,112,0,0,0,0,122,102,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
203,205,205,205,0,0,0,0,0,0,0,205,205,205,0,0,0,0,0,200,0,0,0,0,0,0,0,202,200,200,200,200,200,0,0,0,122,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
203,205,205,205,205,505,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,202,102,102,102,102,102,102,200,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
203,205,203,203,203,203,203,203,203,0,0,0,0,0,0,6,0,0,0,200,0,0,0,0,0,0,0,153,0,0,0,0,0,0,200,200,200,200,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
203,203,203,203,203,203,203,203,203,203,203,205,205,0,105,103,103,103,0,200,0,0,0,0,0,0,0,153,0,0,0,0,0,0,103,202,202,103,244,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
200,200,203,203,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,102,102,102,102,144,144,0,0,0,0,0,103,202,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,0,0,0,0,0,0,0,103,203,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,103,103,103,103,103,103,103,203,203,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-2
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-2
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-2
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-2
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-2
